# ref_schools — India schools seed (Build 2b, T1: chains + CISCE + curated).
# Sources: deedy/cbse_schools_data + deedy/cisce_schools_data (both CC-BY-SA-4.0). School
# names + districts are public CBSE/government FACTS (not copyrightable); re-expressed and
# normalized here, used as facts WITH attribution. Underlying authority: CBSE / CISCE.
# Tags: deedy rows source='deedy', curated international top-up source='seed'.
# Name format: '{Title name}, {District}, {State}' (CBSE chains) / '{name}, {State}' (CISCE,
# no district column) / '{name}, {City}, {State}' (curated). LENIENT field — never blocks signup.
name,aliases,source
"Jawahar Navodaya Vidyalaya, Wayanad, Kerala","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, West Bengal","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, West District, Sikkim","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, West Garo Hills, Meghalaya","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, West Godavari, Andhra Pradesh","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, West Kemeng, Arunachal Pradesh","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, West Khasi Hills, Meghalaya","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, West Siang, Arunachal Pradesh","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Wokha, Nagaland","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Yamunanagar, Haryana","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Yavat Mal, Maharashtra","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya-2, Gaya, Bihar","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya-Ii, Malkangiri, Odisha","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya-Ii, Palamau, Jharkhand","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya-Ii, South 24-Pargana, West Bengal","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalya, Madhya Pradesh","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalya, Mahindergarh, Haryana","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalya, Pakur, Jharkhand","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jayanti Prasad Dav Public School, Sonepat, Haryana","{""DAV""}",deedy
"Jayshree Chemicals School, Odisha",{},deedy
"Jbcn International School, Maharashtra",{},deedy
"Jeevan Dhara Convent School, Uttar Pradesh",{},deedy
"Jeevan Jyothi Convent School, Odisha",{},deedy
"Jeevan Marg Sophia Secondary School, Uttar Pradesh",{},deedy
"Jeevana School, Tamilnadu",{},deedy
"Jeevass Cmi Central School, Kerala",{},deedy
"Jesus & Mary School And College, Uttar Pradesh",{},deedy
"Jesus And Mary Academy, Bihar",{},deedy
"Jesus And Mary Convent School, Uttar Pradesh",{},deedy
"Jewish Girls' School, West Bengal",{},deedy
"Jhabban Lal Dav Public School, West Delhi, Delhi","{""DAV""}",deedy
"Jiva Public School, Haryana",{},deedy
"Jiya Lal Mittal D.A.V. Public School, Gurdaspur, Punjab","{""DAV""}",deedy
"Jnanasarovara International Residential School, Karnataka",{},deedy
"Jnaneshwar Memorial Academy, West Bengal",{},deedy
"Jnanodaya Central School, Kerala",{},deedy
"Jogamaya Memorial Institute, West Bengal",{},deedy
"Jogindra Convent School, Punjab",{},deedy
"John Nave Senior Secondary School, Uttar Pradesh",{},deedy
"Johnson Grammar School, Andhra Pradesh",{},deedy
"Jowai Public School, Meghalaya",{},deedy
"Jubilee International Public School, Karnataka",{},deedy
"Jubilee Memorial School, Nagaland",{},deedy
"Julien Day School, West Bengal",{},deedy
"Jumna Christian Junior High School, Uttar Pradesh",{},deedy
"Jyothi English Medium School, Karnataka",{},deedy
"Jyothi Nivas School, Karnataka",{},deedy
"Jyothis Central School, Kerala",{},deedy
"Jyothy Kendriya Vidyalaya, Bangalore, Karnataka","{""KV"",""Kendriya Vidyalaya""}",deedy
"Jyoti Niketan, Uttar Pradesh",{},deedy
"Jyoti Vidyalaya, Uttarakhand",{},deedy
"K. K. Public School, Uttar Pradesh",{},deedy
"K.E. Carmel School, Kerala",{},deedy
"K.E. Carmel School, West Bengal",{},deedy
"K.c. Convent Co-ed. School, Uttar Pradesh",{},deedy
"KC High International School, Chennai, Tamil Nadu",{},seed
"Kaintal School (sr.), Punjab",{},deedy
"Kako Hill School, Jharkhand",{},deedy
"Kali Ram Dav Public School, Jind, Haryana","{""DAV""}",deedy
"Kalpa School, Andhra Pradesh",{},deedy
"Kamakoti Vidyalaya, Tamilnadu",{},deedy
"Kanchrapara English Medium School, West Bengal",{},deedy
"Kanva Public School, Karnataka",{},deedy
"Kanyakumari Public School, Tamilnadu",{},deedy
"Kapol Vidyanidhi International School, Maharashtra",{},deedy
"Karam Devi Memorial Academy World, Uttar Pradesh",{},deedy
"Karaumbiah's Academy For Learning And Sports, Karnataka",{},deedy
"Kaumaram Sushila International Residential School, Tamilnadu",{},deedy
"Kaviraj Khazan Chand Quetta Dav Sr. Sec. School, South Delhi, Delhi","{""DAV""}",deedy
"Kay Cee Public School, Uttarakhand",{},deedy
"Kendriya Vidyalaya (Railway), Katni, Madhya Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya E.B.S, Ghaziabad, Uttar Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya Kimin, Arunachal Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No - 3, Srinagar, Jammu & Kashmir","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 1, Ahmedabad, Gujarat","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 1, Ambala, Haryana","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 1, Amritsar, Punjab","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 1, Bhatinda, Punjab","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 1, Dehradun, Uttarakhand","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 1, Delhi","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 1, Faridabad, Haryana","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 1, Ferozepur, Punjab","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 1, Gandhinagar, Gujarat","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 1, Gaya, Bihar","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 1, Ghaziabad, Uttar Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 1, Gwalior, Madhya Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 1, Indore, Madhya Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 1, Jabalpur, Madhya Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 1, Jaipur, Rajasthan","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 1, Jammu, Jammu & Kashmir","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 1, Jamnagar, Gujarat","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 1, Jhansi, Uttar Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 1, Jharkhand","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 1, Jodhpur, Rajasthan","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 1, Jullundur, Punjab","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 1, Kancheepuram, Tamilnadu","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 1, Kanpur, Uttar Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 1, Katni, Madhya Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 1, Khurda, Odisha","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 1, Kota, Rajasthan","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 1, Madhya Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 1, Midnapur, West Bengal","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 1, Mumbai, Maharashtra","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 1, Nasik, Maharashtra","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 1, Puducherry","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 1, Pune, Maharashtra","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 1, Punjab","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 1, Rai Bareli, Uttar Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 1, Rajasthan","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 1, Sagar, Madhya Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 1, Sahajanpur, Uttar Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 1, Sonitpur, Assam","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 1, Srinagar, Jammu & Kashmir","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 1, Surat, Gujarat","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 1, Tiruchirapali, Tamilnadu","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 1, Udaipur, Rajasthan","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 1, Udhampur, Jammu & Kashmir","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 1, Uttar Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 1, Uttarakhand","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 1, Vadodara (Baroda), Gujarat","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 1, West Bengal","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 2, Ahmedabad, Gujarat","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 2, Ajmer, Rajasthan","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 2, Ambala, Haryana","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 2, Arunachal Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 2, Begusarai, Bihar","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 2, Bhopal, Madhya Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 2, Bihar","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 2, Bikaner, Rajasthan","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 2, Bolangir, Odisha","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 2, Chamba, Himachal Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 2, Chandigarh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 2, Chittoor, Andhra Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 2, Faridabad, Haryana","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 2, Gaya, Bihar","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 2, Ghaziabad, Uttar Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 2, Gorakhpur, Uttar Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 2, Gwalior, Madhya Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 2, Hoshangabad, Madhya Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 2, Indore, Madhya Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 2, Jabalpur, Madhya Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 2, Jammu & Kashmir","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 2, Jammu, Jammu & Kashmir","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 2, Jamnagar, Gujarat","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 2, Jhansi, Uttar Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 2, Jharkhand","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 2, Jodhpur, Rajasthan","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 2, Kancheepuram, Tamilnadu","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 2, Kanpur, Uttar Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 2, Kasargud, Kerala","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 2, Khurda, Odisha","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 2, Kota, Rajasthan","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 2, Kutch-Bhuj, Gujarat","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 2, Ludhiana, Punjab","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 2, Madurai, Tamilnadu","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 2, Mathura, Uttar Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 2, North 24-Pargana, West Bengal","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 2, Panchkula, Haryana","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 2, Patiala, Punjab","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 2, Pondicherry, Puducherry","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 2, Pune, Maharashtra","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 2, Punjab","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 2, Raipur, Chattisgarh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 2, Rajasthan","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 2, Sagar, Madhya Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 2, Satna, Madhya Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 2, Sirsa, Haryana","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 2, Sonitpur, Assam","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 2, Srinagar, Jammu & Kashmir","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 2, Surat, Gujarat","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 2, Tiruchirapali, Tamilnadu","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 2, Uttar Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 2, Uttarakhand","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 2, Vadodara (Baroda), Gujarat","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 2, West Bengal","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 3, Ambala, Haryana","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 3, Amritsar, Punjab","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 3, Bhatinda, Punjab","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 3, Bhopal, Madhya Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 3, Bokaro, Jharkhand","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 3, Delhi","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 3, Ernakulam, Kerala","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 3, Faridabad, Haryana","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 3, Gandhinagar, Gujarat","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 3, Gwalior, Madhya Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 3, Jaipur, Rajasthan","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 3, Jamnagar, Gujarat","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 3, Maharashtra","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 3, Patiala, Punjab","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 3, Pune, Maharashtra","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 3, Punjab","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 3, Rajasthan","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 3, Uttar Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 4, Ambala, Haryana","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 4, Chattisgarh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 4, Punjab","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 4, Surat, Gujarat","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 4, West Delhi, Delhi","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 5, Bhatinda, Punjab","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 5, Gwalior, Madhya Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 5, Rajasthan","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No 6, Jaipur, Rajasthan","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No-1, Panchkula, Haryana","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No-2, Chhindwara, Madhya Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No-2, Cuttack, Odisha","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No-4, Jullundur, Punjab","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No. 2, Rewa, Madhya Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No.1, Ahmednagar, Maharashtra","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No.1, Bangalore, Karnataka","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No.1, Chennai, Tamilnadu","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No.1, Chittoor, Andhra Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No.1, Dharwad, Karnataka","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No.1, Ernakulam, Kerala","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No.1, Goa (South), GOA","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No.1, Hyderabad, Telangana","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No.1, Kasargud, Kerala","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No.1, Kozhikode, Kerala","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No.1, Krishna, Andhra Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No.1, Kutch-Bhuj, Gujarat","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No.1, Mangalore, Karnataka","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No.1, Palakkad, Kerala","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No.1, Papumpara, Arunachal Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No.1, Sirsa, Haryana","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No.1, Sri Ganganagar, Rajasthan","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No.1, Thiruvananthapuram, Kerala","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No.1, Visakhapatnam, Andhra Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No.2 O.E.F, Uttar Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No.2, Andaman & Nicobar","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No.2, Bangalore, Karnataka","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No.2, Belgaum, Karnataka","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No.2, Chennai, Tamilnadu","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No.2, Delhi","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No.2, Dhanbad, Jharkhand","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No.2, Dharwad, Karnataka","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No.2, Ernakulam, Kerala","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No.2, Goa (South), GOA","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No.2, Hyderabad, Telangana","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No.2, Kapurthala, Punjab","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No.2, Kozhikode, Kerala","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No.2, Krishna, Andhra Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No.2, Maharashtra","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No.2, Nasik, Maharashtra","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No.2, Sri Ganganagar, Rajasthan","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No.2, Udhampur, Jammu & Kashmir","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No.2, Visakhapatnam, Andhra Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No.3, Jhansi, Uttar Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No.3, Khurda, Odisha","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No.3, Sagar, Madhya Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No.4, Gwalior, Madhya Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No.4, Jaipur, Rajasthan","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No.4, Khurda, Odisha","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No.4, Varanasi, Uttar Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No.5, Khurda, Odisha","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No.6, Khurda, Odisha","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya No.I, Andaman, Andaman & Nicobar","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya Sangathan, Tamilnadu","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya Singarsi, Bihar","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Adilabad, Telangana","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Ahmedabad, Gujarat","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Ahmednagar, Maharashtra","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Aizawal, Mizoram","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Ajmer, Rajasthan","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Alappuzha, Kerala","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Allahabad, Uttar Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Almora, Uttarakhand","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Ananatpur, Andhra Pradesh","{""KV"",""Kendriya Vidyalaya""}",deedy
"Kendriya Vidyalaya, Anand, Gujarat","{""KV"",""Kendriya Vidyalaya""}",deedy
